# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.560738182067871094e+01 2.563427016139030457e-02 4.601785242557525635e-01 1.653600692749023438e+01 2.563427016139030457e-02 4.601785242557525635e-01 9.641873240470886230e-01
1.000000000000000000e+03 2.723465207964181900e-03 1.841185265220701694e-03 6.760339019820094109e-04 6.346309091895818710e-03 1.841185265220701694e-03 6.760339019820094109e-04 5.028000473976135254e-02
2.000000000000000000e+03 7.691610371693968773e-04 1.111420133383944631e-04 1.020014169625937939e-04 1.944100135006010532e-03 1.111420133383944631e-04 1.020014169625937939e-04 1.229497417807579041e-02
3.000000000000000000e+03 3.312598855700343847e-04 2.777307599899359047e-05 2.684352148207835853e-05 1.288768136873841286e-03 2.777307599899359047e-05 2.684352148207835853e-05 6.567084230482578278e-03
4.000000000000000000e+03 3.333702625241130590e-04 4.126114799873903394e-05 1.224861898663220927e-05 1.121761393733322620e-03 4.126114799873903394e-05 1.224861898663220927e-05 9.134366177022457123e-03
5.000000000000000000e+03 1.793148840079084039e-04 3.272910907980985940e-05 1.258356769540114328e-05 7.137925131246447563e-04 3.272910907980985940e-05 1.258356769540114328e-05 8.089251816272735596e-03
6.000000000000000000e+03 8.406497072428464890e-04 6.277130160015076399e-05 2.818684697558637708e-05 8.910270407795906067e-04 6.277130160015076399e-05 2.818684697558637708e-05 1.032805815339088440e-02
7.000000000000000000e+03 8.568116027163341641e-05 2.334193595743272454e-05 5.720387434848817065e-06 4.703872837126255035e-04 2.334193595743272454e-05 5.720387434848817065e-06 5.959040019661188126e-03
8.000000000000000000e+03 7.293034286703914404e-05 2.075589145533740520e-05 5.232260264165233821e-06 3.969857934862375259e-04 2.075589145533740520e-05 5.232260264165233821e-06 5.622402764856815338e-03
9.000000000000000000e+03 6.494188564829528332e-04 9.406758181285113096e-05 3.938604641007259488e-05 7.184867281466722488e-04 9.406758181285113096e-05 3.938604641007259488e-05 1.520770229399204254e-02
1.000000000000000000e+04 5.730238262913189828e-05 1.515056919743074104e-05 6.057448445062618703e-06 2.631382958497852087e-04 1.515056919743074104e-05 6.057448445062618703e-06 5.081579089164733887e-03
